"id","courseName","academy","applicationDeadline""8305","Computer Science","University of Potsdam","Information about the application deadlines can be found here.  Winter semester: 1 June Summer semester: 1 December"
"3897","Master of Science in Water Science","University of Duisburg-Essen","Non-EU applicants: 15 June for the following winter semester EU applicants: 15 September for the following winter semester"
"4579","Mathematical Modelling, Simulation and Optimisation (MSc)","University of Koblenz","EU applicants:   	15 January for the summer semester 	15 July for the winter semester   Non-EU applicants:   	15 December for the summer semester 	15 June for the winter semester   It is recommended to apply as early as possible to allow sufficient time for the visa application process."
"3979","Master of Science in Communications and Signal Processing","Technische Universität Ilmenau","Application period for students with certificates from non-EU/EEA countries: 16 January &ndash; 15 May  Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 April &ndash; 15 September  Foreign applicants who need to apply for a visa to enter Germany should submit their visa application at least three months before the course starts in October."
"4281","Master's Programme in Architecture","Hochschule Wismar - University of Applied Sciences, Technology, Business and Design","15 January for the following summer semester, 15 July for the following winter semester"
"6317","Operation and Management of Maritime Systems (OMMS)","Hochschule Wismar - University of Applied Sciences, Technology, Business and Design","15 July for the winter semester (only one intake per year)  Non-European applicants have to apply via uni-assist."
"10332","Game Technologies (MSc)","Hochschule Bonn-Rhein-Sieg","The application window&nbsp;opens on 15 November in the year before the semester starts.  The deadlines are as follows:  For international students requiring a visa to study in Germany:   	for the winter semesters starting 2026/27 from 15 November of the previous year to 15 January of the academic year.   For international students not&nbsp;requiring a visa to study in Germany:   	for the winter semester 2025/26 from 15 March to 15 September, 	all subsequent winter semesters (starting 2026/27) from 15 November of the previous year to 15 September of the academic year.   Up-to-date information can be found here:&nbsp;https://www.h-brs.de/en/d5/admission-requirements-master-game-technologies."
"9998","Knowledge and Communication","University of Münster","For all applicants: 15 July for the following winter semester  Start of application phase: the beginning of May"
"3762","MSc Advanced Materials and Processes (MAP)","FAU Erlangen-Nürnberg","EU applicants: 1 June  Recommendation for non-EU applicants: 31 March"
"9214","Food System Sciences (MSc)","University of Bayreuth","1 March to 15 June"
"3879","Earth Sciences and Global Change","University of Greifswald","15 January for the following summer semester 15 July for the following winter semester"
"4655","Web Engineering","Chemnitz University of Technology"," 	15 January for the following summer semester 	15 July for the following winter semester "
"6243","Master of Science in Process Engineering","Hamburg University of Applied Sciences","Application periods:  1 April to 15 May (programme start: October) 1 October to 15 November&nbsp;(programme start: April)  Please have your school and Bachelor&#39;s certificates checked first by uni-assist (www.uni-assist.de) to get a VPD (&quot;Vorpr&uuml;fungsdokumentation&quot;) BEFORE applying to HAW Hamburg.  With your VPD, please apply using the HAW Hamburg online application portal. Here is the link:&nbsp;https://myhaw.haw-hamburg.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces.  The HAW Hamburg online application portal is open during the application period only.  You do not need to send your documents with the postal mail to complete your application."
"6900","MSc Photovoltaics Engineering Science","Anhalt University of Applied Sciences","15 July for the following winter semester (application and participation in pre-assessment process before 15 June recommended)  15 January for the following summer semester (application and participation in pre-assessment process before 15 December recommended)  For the pre-assessment process: www.hs-anhalt.de/mpv"
"4526","Master of Science in Materials Science","Paderborn University","31 May for international applicants (21 September for applications from Germany/EU)"
"5328","Plant Sciences (Master of Science)","Ludwig-Maximilians-Universität München","28 February for the following winter semester For further information, please check the programme website."
"4808","Materials Science","Technical University of Darmstadt","Opening and closing dates of the application periods may vary from year to year and depend on where you obtained your Bachelor&rsquo;s degree. Please always consult the service page of the TU Darmstadt Office for International Admission for binding information.  Typically, the application windows are as follows:   	1 June &ndash; 31 August for admission to the subsequent winter semester 	1 December &ndash; 1 March for admission to the subsequent summer semester   For international applicants, additional early-bird application windows apply:   	1 March &ndash; 30 May for admission to the subsequent winter semester 	1 September &ndash; 30 November for admission to the subsequent summer semester   Applications will be processed as quickly as possible after receiving the complete application. The whole process may take up to eight weeks. Therefore, we strongly encourage early applications."
"4688","Material Science (MSc)","University of Koblenz","EU applicants:   	15 January for the summer semester 	15 July for the winter semester   Non-EU applicants:   	15 December for the summer semester 	15 June for the winter semester   It is recommended to apply as early as possible to allow sufficient time for the visa application process."
"4404","MSc Molecular Science","FAU Erlangen-Nürnberg","15 July for the following winter semester 15 January for the following summer semester"
"4520","Renewable Energy Management (Master of Science)","Technische Hochschule Köln (University of Applied Sciences)","For all applicants: Please check the &quot;How to Apply&quot; section of the individual TH K&ouml;ln programme websites.  Foreign applicants not applying for a DAAD EPOS (development-related postgraduate courses) scholarship: Application period for self-paying candidates: beginning of February until 31 March (at the latest) for the following winter semester via uni-assist  German applicants: Application period: beginning of May until 10 June (at the latest) for the following winter semester via the TH K&ouml;ln online application portal (CaMS)  Application for a DAAD EPOS scholarship: PLEASE CHECK THE DETAILS REGARDING ADDITIONAL REQUIREMENTS.  Application period: 1 August until 30 September (at the latest) for the winter semester of the following year"
"4513","Master's in Embedded Systems Engineering (ESE)","Dortmund University of Applied Sciences and Arts","Application Process for the Master&#39;s programme  Applications are only accepted through our online application portal.  Application Procedure (two steps)   	Complete the pre-check via the official Pre-Check Service Portal: https://precheck.go-study-europe.de 	After successfully passing the pre-check, you will receive further instructions along with a link to the online application portal.   Pre-Check Information:  To ensure you meet the admission requirements, we strongly recommend that all applicants (EU, non-EU, and German) complete the pre-check before submitting their application.  The Pre-Check Portal opens in February, and evaluations begin in April. Please note that the pre-check results will only be available from mid-April, depending on when the pre-check has been submitted.  Application Deadlines:   	Non-EU applicants: 15 June 	EU applicants: 15 July   Contact information:   	application or pre-check 	study programme "
"9735","Artificial Intelligence for Molecular Sciences","Technische Universität Braunschweig"," 	1 February to 15 March of each year for applications from foreign citizens and stateless persons who do not have the same admission rights as German citizens and persons from EU/EEA countries 	1 June to 15 July of each year for all other applicants "
"4563","Cardiovascular Science (MSc)","University of Göttingen","30 April for the following winter semester (start: 1 October)"
"4679","Master of Science in Applied Statistics","Trier University","Non-EU citizens:   	15 January 2026 for the summer semester 2026 (admission also valid for the winter semester 2026/27) 	31 May 2026 for the winter semester 2026/27 (admission also valid for the summer semester 2027)   German citizens, EU citizens, and applicants with a BA or MA degree from a German university:   	15 March 2026 for the summer semester 2026 (admission also valid for the winter semester 2026/27) 	15 September 2026 for the winter semester 2026/27 (admission also valid for the summer semester 2027) "
"5388","Master of Science in Mathematics","Technical University of Darmstadt","To begin in the winter semester: application period from 1 March until 31 August  To begin in the summer semester: application period from 1 October until 15 January"
"4122","Automotive Software Engineering","Chemnitz University of Technology","15 July for the following winter semester"
"3810","Master of Science in Nuclear Applications (MNA)","FH Aachen University of Applied Sciences","See the website Nuclear Applications for current application deadlines."
"3876","Master's in Media and Communication Science","Technische Universität Ilmenau","Application period for students with certificates from non-EU/EEA countries: 16 January &ndash; 15 May  Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 April &ndash; 15 September"
"6146","Information and Communication Technology MSc","FAU Erlangen-Nürnberg","Winter semester: 15 July Summer semester: 15 January"
"9043","Business Informatics (MSc)","Philipps-Universität Marburg","All details can be found at: https://www.uni-marburg.de/en/studying/admissions/deadlines."
"9577","Atmospheric Science","Universität Hamburg","31 March for the following winter semester"
"4696","Cognitive Science","University of Potsdam","All information about the application procedures can be found here."
"7025","Cognitive Science","Technical University of Darmstadt","For details, please check &quot;information for applicants with international certificates&quot;."
"4721","Plant Sciences","University of Bonn","30 April for the following winter semester"
"4252","Master of Science in Molecular Life Sciences","Friedrich Schiller University Jena"," 	1 April through 31 May (non-EU nationals) 	1 April through 31 August (Germany and EU nationals) "
"4354","Communication Systems and Networks (Master of Science)","Technische Hochschule Köln (University of Applied Sciences)","Application deadline via uni-assist: 31 March for the following winter semester and 31 October for the following summer semester  Please always check the &quot;How to Apply&quot; section of the programme: https://www.th-koeln.de/en/academics/communication-systems-and-networks-master--how-to-apply_6834.php."
"4523","Integrated Water Resources Management (Master of Science)","Technische Hochschule Köln (University of Applied Sciences)","For all applicants: Please check the &quot;How to Apply&quot; section of the individual TH K&ouml;ln programme websites.  Foreign applicants not applying for a DAAD EPOS scholarship: Application period for self-paying candidates: beginning of February until 31 March at the latest for the coming winter semester at uni-assist  German applicants: Application period: beginning of May until 10 June at the latest for the coming winter semester at TH K&ouml;ln online application portal (CaMS)   Application for a DAAD EPOS scholarship: PLEASE CHECK DETAILS ON ADDITIONAL REQUIREMENTS. Application period: 1 August until 30 September at the latest for the winter semester of the following year"
"4189","Natural Resources Management and Development (Master of Science)","Technische Hochschule Köln (University of Applied Sciences)","Foreign applicants not applying for a DAAD EPOS scholarship: Application period for self-paying candidates: beginning of February until 31 March at the latest for the coming winter semester through uni-assist  German applicants: Application period: beginning of May until 10 June at the latest for the coming winter semester through the TH K&ouml;ln online application portal (CaMS)  Application for a DAAD EPOS scholarship: PLEASE CHECK DETAILS ON ADDITIONAL REQUIREMENTS. Application period: 1 August until 30 September at the latest for the winter semester of the following year"
"9072","IT Security (MA)","Universität zu Lübeck"," 	Winter semester: 15 July 	Summer semester: 15 January "
"3980","Electrical Engineering and Information Technology — International Master of Science","Darmstadt University of Applied Sciences"," 	31 March for the following winter semester 	No intake in the summer semester 	For more information, please check our website: https://mse.h-da.de/our-service/overview. "
"4548","Environmental Sciences (MSc)","RPTU University of Kaiserslautern-Landau"," 	EU applicants: 	15 July for the winter semester 	Non-EU applicants: 	15 June for the winter semester 	Due to the long visa process, we strongly recommend non-EU students to apply by 15 May. "
"4785","Cyber Security","Brandenburg University of Technology Cottbus-Senftenberg"," 	Applicants without European Union/European Economic Area citizenship: probably 15 May for the following winter semester 	Applicants with European Union/European Economic Area citizenship: probably 15 August for the following winter semester   Please be sure to check https://www.b-tu.de/en/cybersecurity-ms/admission for updates and further details."
"3923","Embedded Systems (MSc)","Saarland University","International applications are very welcome. Application deadlines are:   	For any winter semester starting in October: 	Early deadline: 15 November (notification at the latest in February of the following year in case of a positive decision) 	Normal deadline: 15 May 	For any summer semester starting in April: 	Early deadline: 15 May (notification at the latest in July in case of a positive decision) 	Normal deadline: 15 November "
"5378","MEng Mechatronic and Cyber-Physical Systems","Deggendorf Institute of Technology","If you wish to start your studies in the winter semester (1 October), you will study at our main campus in Deggendorf. You will be able to apply from 15 April until 15 June.  If you wish to start your studies in the summer semester (15 March), you will study at our campus in Cham. You will be able to apply from 1 October until 1 December."
"6390","Interdisciplinary Studies of Science (ISoS)","Bielefeld University","Applicants with a foreign degree: 15 July for the following winter semester 15 January for the following summer semester  Applicants with a German degree: 1 September for the following winter semester 1 March for the following summer semester"
"10462","Materials Science and Engineering","Hamburg University of Technology","1 March"
"6099","Clinical Exercise Science (CES)","University of Potsdam","Information about the application deadlines can be found here."
"4289","Master of Science in AgriGenomics","Kiel University","The deadline for applications for the winter semester is 15 April every year.  Please submit your applications for the winter semester 2026/27 between 1 March and 15 April 2026."
"4251","Master of Science in Economics","Friedrich Schiller University Jena"," 	1 April through 31 May (non-EU nationals) 	1 April through 31 August (Germany and EU nationals) "
"4076","Master of Science in Economics","Universität Hamburg","Application period: from 15 February until 31 March For details, see the course website."
"6323","Master of Science in Economics","Humboldt-Universität zu Berlin","2 May to 31 May (limitation period) for the following winter semester  https://www.hu-berlin.de/en/studies/admission/calendar"
"4640","Ecology, Master of Science","Julius-Maximilians-Universität Würzburg","Online application is possible for all applicants. May to 15 July for the following winter semester November to 15 January for the following summer semester"
"10457","Master of Science in Biomedical Engineering by Research","Technische Universität Ilmenau","Winter semester   	Application period for students with certificates from non-EU/EEA&nbsp;countries: 16 January &ndash; 15 May 	Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 April &ndash; 15 September   Summer semester   	Application period for students with certificates from non-EU/EEA&nbsp;countries: 1 August &ndash; 15 November 	Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 October &ndash; 15 March "
"7736","Land Management and Geospatial Science","Technical University of Munich","To be admitted, you must submit your application for admission between 1 January and 31 May of the respective year you intend to start your studies so that you can commence lectures in October of the same year.  Processing of admission takes time. Therefore, we encourage applicants to apply early within the application window above to receive their admission on time and have a reasonable time for processing visas."
"4236","Master of Science in Economics","Trier University","Non-EU citizens:   	15 January 2026 for the summer semester 2026 (admission also valid for the winter semester 2026/27) 	31 May 2026 for the winter semester 2026/27 (admission also valid for the summer semester 2027)   German citizens,&nbsp; EU citizens, and applicants with a BA or MA degree from a German university:   	15 March 2026 for the summer semester 2026 (admission also valid for the winter semester 2026/27) 	15 September 2026 for the winter semester 2026/27 (admission also valid for the summer semester 2027)   Recommended start of the programme: winter semester  Admission is generally valid for two subsequent semesters. Applicants from countries requiring a visa for entering Germany should consider applying until 15 January for beginning their studies in the winter semester of the same year, giving them more time to complete the visa process and to prepare their stay."
"4823","Master of Science in Micro- and Nanotechnologies","Technische Universität Ilmenau","Application period for students with certificates from non-EU/EEA countries: 16 January &ndash; 15 May  Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 April &ndash; 15 September  Foreign applicants who need to apply for a visa to enter Germany should submit their&nbsp;visa application at least three months before the course begins in October."
"8584","Exercise Science & Training","Julius-Maximilians-Universität Würzburg","15 June"
"4415","Master of Science Epidemiology","Ludwig-Maximilians-Universität München","15 May"
"10412","Master of Science in Business Chemistry","University of Münster","Non-EU applicants: 15 July for the following winter semester EU applicants: 15 July for the following winter semester"
"5303","Master of Science in Chemistry of Materials","Friedrich Schiller University Jena"," 	1 April through 31 May (non-EU nationals) 	1 April through 31 August (Germany and EU nationals)   To receive a timely response to manage visa and accommodation, etc., it is strongly recommended to apply as early as possible."
"8297","MSc Materials Science and Engineering","FAU Erlangen-Nürnberg","31 May (winter semester) 15 January (summer semester)"
"10464","Master of Science in Animal Biology and Biomedical Sciences","University of Veterinary Medicine Hannover","Online application is open from 1 May until 15 July for the following winter semester"
"5299","Master of Science Pharmaceutical Sciences / Pharmazeutische Forschung","Freie Universität Berlin","Application and registration period: 15 April &ndash; 31 May (for the winter semester) and 1 December &ndash; 15 January (for the summer semester)"
"7040","Engineering of Socio-Technical Systems","Carl von Ossietzky University of Oldenburg","Admission to this course of study is limited.  Non-EU applicants (application through uni-assist) for the following winter semester:   	First day of application: 15 March 	Application deadline: 15 June   EU applicants for the following winter semester:   	First day of application: 1 June 	Application deadline: 15 July "
"6981","Satellite Technology – Advanced Space Systems (SaTec)","Julius-Maximilians-Universität Würzburg","Tentatively 15 March for the following winter semester, but please check our applications page for the current deadline: https://www.uni-wuerzburg.de/satec/application/."
"4079","Master of Science in Politics, Economics and Philosophy","Universität Hamburg","Application period: from 15 February until 31 March For details, see: http://www.wiso.uni-hamburg.de/msc-pep."
"9838","Robotics, MEng","Deggendorf Institute of Technology"," 	15 April to 15 June for October entries (winter semester) 	1 October to 1 December for March entries (summer semester)   &nbsp;"
"10342","Master of Science in International Economics (MSc)","University of Göttingen","Application periods  Berlin Time Zone: UTC+2 / UTC+1   	1 April to 15 May; 11:59pm UTC+2 to commence studies in the winter semester (October) 	1 October to 15 November; 11:59pm UTC+1 to commence studies in the summer semester (April)   Please note that all necessary application documents have to be uploaded via the upload portal by their respective deadlines (15 May and 15 November). Subsequent submission of documents after the application deadline is not possible."
"4506","Master of Science in Environmental and Resource Economics","Kiel University","Application period with a Bachelor&#39;s degree obtained in Germany&nbsp;via Kiel University:   	1 June to 1 August for the following winter semester (in the case of later applications, consideration for the following semester cannot be guaranteed) 	1 December to 1 February for the following summer semester (in the case of later applications, consideration for the following semester cannot be guaranteed)   Application period with a Bachelor&#39;s degree obtained in other countries&nbsp;via uni-assist:   	1 April to 15 July for the following winter semester 	1 October to 15 January for the following summer semester   Effectively, formalities for foreign applicants normally require at least three more months, e.g. visa application, application for scholarships from the DAAD or elsewhere, etc."
"10569","Sustainable and Digital Aviation (MEng)","RheinMain University of Applied Sciences","The first possible application will be for the winter semester 2026, with the first application deadline on 15 July 2026.  For subsequent years, the application deadline for the winter semester is 15 July&nbsp;and for the summer semester 15 January.  Further details are available on the HSRM application page."
"10568","AI and Advanced Information Technology (MEng)","RheinMain University of Applied Sciences","The first possible application will be for the winter semester 2026, with the first application deadline on 15 July 2026.  For subsequent years, the application deadline for the winter semester is 15 July and for the summer semester 15 January.  Further details are available on the HSRM application page."
"3747","Information and Communication Systems","Hamburg University of Technology","1 March"
"4115","Master of Science in Integrated Climate System Sciences (MSc ICSS)","Universität Hamburg","Application is possible annually between 15 February and 31 March.  Please follow this link for more information on the application process: https://www.sicss.uni-hamburg.de/msc-programs/msc-integrated-climate-science/admission.html  Do you have to pass the APS (Akademische Pr&uuml;fstelle) procedure? Please contact us as early as possible before you apply."
"4162","Biomedical Engineering, Master of Science","Technische Hochschule Lübeck","Non-EU applicants: 1 January to 1 May for the following winter semester German and EU applicants: 1 May to 31 August for the following winter semester"
"3778","Biomedical Sciences (MSc)","Hochschule Bonn-Rhein-Sieg","For applicants with a visa requirement: Applications are possible from 15 February to 31 March via uni-assist.  For Germans and applicants without a visa requirement: Applications are possible from 15 February to 15 July via the Apollo application portal."
"4645","Biophysics, Master of Science","Julius-Maximilians-Universität Würzburg","Online application is open   	from May until 15 July for the following winter semester 	from November until 15 January for the following summer semester "
"10361","Cancer and Immunity, Master of Science","University of Regensburg","15 June for the following winter semester"
"5364","FOKUS Life Sciences","Julius-Maximilians-Universität Würzburg","15 March for the following winter semester"
"9600","Geosciences (Master of Science)","Leibniz University Hannover","Application from students from non-EU countries (VPD from uni-assist is required.)   	15 April to 31 May of the year for the winter semester 	15 October to 30 November of the previous year for the summer semester   Application from students from Germany and the EU   	1 June to 15 July of the year for the winter semester 	1 December to 15 January of the year for the summer semester   Prospective students applying from outside the EU must request a Preliminary Examination Documentation (VPD) from uni-assist before applying to the Master&#39;s programme. The processing time for the VPD takes up to eight weeks. Therefore, please allow enough time before applying for the programme. More information about applying for the VPD can be found on the central application pages."
"3816","Hydro Science and Engineering (HSE)","Dresden University of Technology","For the Master&#39;s course:   	15 July&nbsp;for all EU citizens 	31 May via uni-assist for all other international students   For DAAD scholarships (one year prior to intended start):   	31 August at German Embassy 	15 October at the university directly   Applications have to be submitted in English.  Application for admission to HSE uni-assist time slot: 1 April to 31 May"
"7017","International Master of Science in Physics","Julius-Maximilians-Universität Würzburg","For all applicants:   	15 March for the following winter semester 	31 October of the previous year for the following summer semester   Further information, please refer to this&nbsp;website."
"4365","Lasers and Photonics (Master of Science)","Ruhr-Universität Bochum","Non-EU applicants: 15 November for the following summer semester 15 May for the following winter semester  EU applicants: 15 January&nbsp;for the following summer semester 15 July&nbsp;for the following winter semester"
"4878","MA in Philosophy of Science","Leibniz University Hannover","Application from students from non-EU countries (VPD from uni-assist is required.)   	15 April to 31 May of the year for the winter semester 	15 October to 30 November of the previous year for the summer semester   Application from students from Germany and the EU   	1 June to 15 July of the year for the winter semester 	1 December to 15 January of the year for the summer semester   Prospective students applying from outside the EU must request a Preliminary Examination Documentation (VPD) from uni-assist before applying to the Master&#39;s programme. The processing time for the VPD takes up to eight weeks. Therefore, please allow enough time before applying for the programme. More information about applying for the VPD can be found on the central application pages."
"9054","Marine Ecosystem and Fisheries Sciences","Universität Hamburg","The application period starts in the winter semester of the same year: 15 February to 31 March."
"7872","Master of Science in Astrophysics","Ludwig-Maximilians-Universität München","Applications must be submitted by 15 July for the upcoming winter semester and by 15 January for the upcoming summer semester."
"4599","Master of Science in Automotive Engineering","RWTH Aachen University","If you hold a degree of a non-EU or non-EEA country, the application period starts at the beginning of December each year. The deadline is 1 March.  If your degree is from an EU or EEA country, the application is possible from beginning of May to 15 July.  The deadline is strict and you need to apply on time with these documents:   	University completion certificate (Bachelor&#39;s degree certificate or equivalent): If you are in your final year of studies, you can submit it after acceptance and before enrolment. 	Transcript of records: Don&rsquo;t worry if the transcript does not yet cover the last year of your Bachelor&#39;s. In that case, we would like you to include a list of the remaining modules that you will take during that final year. 	Detailed overview of module descriptions (or syllabus, etc.) 	Curriculum vitae 	Non-EU/EEA citizen (excluding students in Germany): The GRE General Test certificate is required (Home Test or Test Centre, Verbal 145, Quantitative 160, Analytical Writing 3, or higher). Please get in touch with us if you cannot take the GRE in your country (e.g. due to war/crisis/restrictions) or if it is a major obstacle for other reasons beyond your control. We will see if an alternative is possible for you. "
"4340","Master of Science in Biochemistry","Friedrich Schiller University Jena"," 	1 April through 31 May (Non-EU nationals) 	1 April through 31 August (Germany and EU nationals) "
"4609","Master of Science in Biochemistry","Freie Universität Berlin","Application and registration period: 15 April &ndash; 31 May (for the winter semester) and 1 December &ndash; 15 January (for the summer semester)"
"5298","Master of Science in Biology","Freie Universität Berlin","Application and registration period: 15 April &ndash; 31 May Please see this link."
"4813","Master of Science in Biomedical Engineering","Technische Universität Ilmenau","Winter semester   	Application period for students with certificates from non-EU/EEA countries: 16 January &ndash; 15 May 	Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 April &ndash; 15 September   Summer semester   	Application period for students with certificates from non-EU/EEA countries: 1 August &ndash; 15 November 	Application period for students with certificates from EU/EEA countries, Switzerland, or the UK: 16 October &ndash; 15 March "
"7077","Master of Science in Business Administration","University of Passau","The application round for the April intake starts in mid-November of the previous year; for the October intake, the application round starts in early April. As the application deadlines can change on short notice, we ask that you check our application pages closer to the time for the specific dates (and what documents you need to submit)."
"6100","Master of Science in Business Administration","Humboldt-Universität zu Berlin","2 May to 31 May (limitation period) for the following winter semester  https://www.hu-berlin.de/en/studies/admission/calendar"
"5322","Master of Science in Business Mathematics","Friedrich Schiller University Jena","Winter semester:   	1 April through 31 May (non-EU nationals) 	1 April through 31 August (Germany and EU nationals)   Summer semester:   	1 December through 15 January (all applicants) "
"10475","Master of Science in Chemical Biology","TU Dortmund University","Non-EU/EEA nationals with a degree from a foreign university:   	winter semester: until 15 July 	summer semester: until 15 January   EU/EEA nationals with a foreign degree or non-EU applicants with an undergraduate degree from an EU/EEA country:   	Application is possible the whole year.   Please see the&nbsp;website of the International Office for more details about the application and enrolment process.  For specific questions about application, admission, and enrolment, you can contact the Admissions &amp; Enrolment Office and check the website of the Department of Chemistry and Chemical Biology."
"10490","Master of Science in Chemistry","TU Dortmund University","Non-EU/EEA nationals with a degree from a foreign university:   	winter semester: until 15 July 	summer semester: until 15 January   EU/EEA nationals with a foreign degree or non-EU applicants with an undergraduate degree from an EU/EEA country:   	Application is possible the whole year.   Please see the&nbsp;website of the International Office for more details about the application and enrolment process.  For specific questions about application, admission, and enrolment, you can contact the Admissions &amp; Enrolment Office and check the website of the Department of Chemistry and Chemical Biology."
"10492","Master of Science in Chemistry","Ruhr-Universität Bochum","Beginning of June to 15 July for the following winter semester Beginning of December to 15 January for the following summer semester"
"3706","Master of Science in Chemistry","Freie Universität Berlin","Application and registration periods: 15 April &ndash; 15 August (for the winter semester) and 1 December &ndash; 15 January (for the summer semester) Please see this link."
"4208","Master of Science in Economics","Ludwig-Maximilians-Universität München","30 April for the following winter semester"
"4275","Master of Science in Economics","Kiel University","Application period with a Bachelor&#39;s degree obtained in Germany&nbsp;via Kiel University:   	1 June to 1 August for the following winter semester (in the case of later applications, consideration for the following semester cannot be guaranteed) 	1 December to 1 February for the following summer semester (in the case of later applications, consideration for the following semester cannot be guaranteed)   Application period with a Bachelor&#39;s degree obtained in other countries&nbsp;via uni-assist:   	1 April to 15 July for the following winter semester 	1 October to 15 January for the following summer semester   Effectively, formalities for foreign applicants normally require at least three additional months, e.g., visa application, application for scholarships from the DAAD or elsewhere, etc."
"3746","Master of Science in Engineering Physics","Carl von Ossietzky University of Oldenburg","Non-EU applicants:  15 June for the following winter semester 15 December for the following summer semester  EU applicants:  15 July for the following winter semester 15 January for the following summer semester"
"4487","Master of Science in Geobiology and Palaeobiology","Ludwig-Maximilians-Universität München","Current application deadlines for the following winter semester:  Non-EU applicants: 31&nbsp;March  EU applicants: 31 May"
"6983","Master of Science in Geophysics","University of Münster","For the winter semester: beginning of May&nbsp;to 15 September For the summer semester:&nbsp;middle of November to 15 March"
"8347","Master of Science in Geophysics","Universität Hamburg"," 	15 February 2026&nbsp;to 31 March 2026&nbsp;for the winter semester 2026/27 "
"4282","Master of Science in Marine Geosciences","Kiel University","Usually at the end of March or mid April For&nbsp;current information, please visit&nbsp;the&nbsp;website of the&nbsp;study programme."
"6122","Master of Science in Mathematical Finance","Kiel University","None"
"6956","Master of Science in Mathematics","University of Kassel","Students without a German degree: Winter semester: 31 July Summer semester: 15 January  Students with a German degree: Winter semester: 1 September Summer semester: 1 March  Please visit our website for up-to-date deadlines!"
"5204","Master of Science in Mathematics","Friedrich Schiller University Jena","Summer semester: 1 December to 15 January Winter semester: 1 April&nbsp;to 31 May  To ensure a timely response to manage visa and accommodation issues, etc., it is strongly recommended to apply as early as possible."
"4852","Master of Science in Mathematics","Leibniz University Hannover","Application from students from non-EU countries (VPD from uni-assist is required.)   	15 April to 31 May of the year for the winter semester 	15 October to 30 November of the previous year for the summer semester   Application from students from Germany and the EU   	1 June to 15 July of the year for the winter semester 	1 December to 15 January of the year for the summer semester   Prospective students applying from outside the EU must request a Preliminary Examination Documentation (VPD) from uni-assist before applying to the Master&#39;s programme. The processing time for the VPD takes up to eight weeks. Therefore, please allow enough time before applying for the programme. More information about applying for the VPD can be found on the central application pages."
"4708","Master of Science in Medical Photonics","Friedrich Schiller University Jena"," 	1 April through 31 May (non-EU nationals) 	1 April through 31 August (Germany and EU nationals) "
"7873","Master of Science in Meteorology","Ludwig-Maximilians-Universität München","Applications must be submitted by 15 July for the upcoming winter semester and by 15 January for the upcoming summer semester."
"4000","Master of Science in Molecular Medicine","Friedrich Schiller University Jena","1 April through 31 May, exclusively"
"4525","Master of Science in Optoelectronics & Photonics","Paderborn University","31 May for international applicants 21 September for applications from Germany/EU"
"3880","Master of Science in Photonics","Friedrich Schiller University Jena","The application deadlines are:   	15 January (first priority deadline for all applicants) 	1 March (second priority deadline for all applicants) 	15 April (third priority deadline for all applicants) 	15 June (rolling admission deadline for EU applicants) 	15 September (rolling admission deadline for German applicants and applicants with a valid German residence permit)   More information"
"6301","Master of Science in Physics","University of Regensburg","15 January and 15 June for the following semester for all applicants"
"4316","Master of Science in Physics","University of Münster","For the winter semester: beginning of May to 15 September. For the summer semester: middle of November to 15 March. For the double degree programme with the University of Seville, different deadlines apply."
"7874","Master of Science in Physics","Ludwig-Maximilians-Universität München","Applications must be submitted by 15 July for the upcoming winter semester and by 15 January for the upcoming summer semester."
"10397","Master of Science in Physics","University of Greifswald","15 January for the following summer semester 15 July for the following winter semester"
"8949","Master of Science in Physics","TU Dortmund University"," 	Non-EU applicants with a foreign degree: 	 		winter semester: beginning of January to 15 May 		summer semester: beginning of November to 15 January 	 	 	EU applicants with a foreign degree or non-EU applicants with an EU Bachelor&#39;s degree: 	 		winter semester: beginning of January until Friday before the start of lectures 		summer semester: beginning of November until Friday before the start of lectures 	 	   Please take a look at the&nbsp;webpage of the International Office for more details about the application/enrolment process."
"8400","Master of Science in Physics","Technical University of Darmstadt","The application period:   	for the winter semester &ndash; starts on 1 March and ends on 31 August 	for the summer semester &ndash; starts at the 1 September&nbsp;and ends on 15 March   You can find further information here.  The applications are processed as they come in. We recommend to apply early in order to get early admission."
"4154","Master of Science in Physics","Freie Universität Berlin","Regular application times   	Application deadline&nbsp;for the following summer semester is 15 January 	Application deadline&nbsp;for the following winter semester is 15 August   Applicants who hold a Bachelor&#39;s degree from outside Germany should apply six weeks before these dates in order to allow for processing of their applications by uni-assist."
